Snapshot_Date,ProductID,Quantity_On_Hand,Average_Days_In_Stock
2023-02-15,FIT-205,122,54
2023-02-15,FIT-301,65,56
2023-02-15,FIT-302,143,62
2023-02-15,FIT-303,92,19
2023-02-15,FIT-304,52,37
2023-02-15,FIT-401,205,101
2023-02-15,FIT-402,28,33
2023-02-15,FIT-501,142,46
2023-02-15,FIT-502,76,43
2023-02-15,FIT-503,63,27
2023-02-15,FIT-601,83,36
2023-02-16,FIT-101,151,135
2023-02-16,FIT-102,23,52
2023-02-16,FIT-103,19,39
2023-02-16,FIT-201,121,39
2023-02-16,FIT-202,106,53
2023-02-16,FIT-203,20,36
2023-02-16,FIT-204,142,39
2023-02-16,FIT-205,123,48
2023-02-16,FIT-301,60,51
2023-02-16,FIT-302,143,61
2023-02-16,FIT-303,102,23
2023-02-16,FIT-304,56,37
2023-02-16,FIT-401,207,101
2023-02-16,FIT-402,28,33
2023-02-16,FIT-501,134,45
2023-02-16,FIT-502,73,38
2023-02-16,FIT-503,57,23
2023-02-16,FIT-601,82,31
2023-02-17,FIT-101,153,136
2023-02-17,FIT-102,20,-57
2023-02-17,FIT-103,17,42
2023-02-17,FIT-201,118,44
2023-02-17,FIT-202,107,50
2023-02-17,FIT-203,14,38
2023-02-17,FIT-204,143,40
2023-02-17,FIT-205,122,48
2023-02-17,FIT-301,62,52
2023-02-17,FIT-302,139,61
2023-02-17,FIT-303,100,20
2023-02-17,FIT-304,59,36
2023-02-17,FIT-401,207,102
2023-02-17,FIT-402,25,32
2023-02-17,FIT-501,134,41
2023-02-17,FIT-502,75,44
2023-02-17,FIT-503,64,26
2023-02-17,FIT-601,77,36
2023-02-18,FIT-101,153,136
2023-02-18,FIT-102,29,51
2023-02-18,FIT-103,25,38
2023-02-18,FIT-201,119,40
2023-02-18,FIT-202,110,51
2023-02-18,FIT-203,10,34
2023-02-18,FIT-204,148,40
2023-02-18,FIT-205,125,54
2023-02-18,FIT-301,68,54
2023-02-18,FIT-302,138,56
2023-02-18,FIT-303,92,23
2023-02-18,FIT-304,52,34
2023-02-18,FIT-401,202,102
2023-02-18,FIT-402,27,30
2023-02-18,FIT-501,136,45
2023-02-18,FIT-502,71,40
2023-02-18,FIT-503,66,25
2023-02-18,FIT-601,83,34
2023-02-19,FIT-101,153,136
2023-02-19,FIT-102,25,52
2023-02-19,FIT-103,18,37
2023-02-19,FIT-201,116,45
2023-02-19,FIT-202,112,49
2023-02-19,FIT-203,16,-38
2023-02-19,FIT-204,149,41
2023-02-19,FIT-205,122,51
2023-02-19,FIT-301,64,56
2023-02-19,FIT-302,140,58
2023-02-19,FIT-303,98,17
2023-02-19,FIT-304,60,36
2023-02-19,FIT-401,208,102
2023-02-19,FIT-402,32,31
2023-02-19,FIT-501,141,42
2023-02-19,FIT-502,72,44
2023-02-19,FIT-503,63,25
2023-02-19,FIT-601,77,37
2023-02-20,FIT-101,153,137
2023-02-20,FIT-102,26,53
2023-02-20,FIT-103,18,40
2023-02-20,FIT-201,114,42
2023-02-20,FIT-202,102,52
2023-02-20,FIT-203,20,36
2023-02-20,FIT-204,148,39
2023-02-20,FIT-205,121,48
2023-02-20,FIT-301,60,56
2023-02-20,FIT-302,143,60
2023-02-20,FIT-303,95,22
2023-02-20,FIT-304,58,37
2023-02-20,FIT-401,206,102
2023-02-20,FIT-402,34,29
2023-02-20,FIT-501,134,41
2023-02-20,FIT-502,80,43
2023-02-20,FIT-503,61,25
2023-02-20,FIT-601,85,33
2023-02-21,FIT-101,152,137
2023-02-21,FIT-102,28,55
2023-02-21,FIT-103,21,40
2023-02-21,FIT-201,111,39
2023-02-21,FIT-202,105,48
2023-02-21,FIT-203,11,37
2023-02-21,FIT-204,140,36
2023-02-21,FIT-205,117,52
2023-02-21,FIT-301,69,54
2023-02-21,FIT-302,145,58
2023-02-21,FIT-303,100,18
2023-02-21,FIT-304,60,34
2023-02-21,FIT-401,204,103
2023-02-21,FIT-402,34,32
2023-02-21,FIT-501,134,43
2023-02-21,FIT-502,76,39
2023-02-21,FIT-503,66,24
2023-02-21,FIT-601,75,34
2023-02-22,FIT-101,153,137
2023-02-22,FIT-102,28,54
2023-02-22,FIT-103,23,40
2023-02-22,FIT-201,115,45
2023-02-22,FIT-202,107,50
2023-02-22,FIT-203,19,38
2023-02-22,FIT-204,146,40
2023-02-22,FIT-205,125,51
2023-02-22,FIT-301,69,51
2023-02-22,FIT-302,147,60
2023-02-22,FIT-303,95,23
2023-02-22,FIT-304,62,39
2023-02-22,FIT-401,202,103
2023-02-22,FIT-402,28,32
2023-02-22,FIT-501,137,41
2023-02-22,FIT-502,78,43
2023-02-22,FIT-503,57,25
2023-02-22,FIT-601,82,35
2023-02-23,FIT-101,152,138
2023-02-23,FIT-102,26,53
2023-02-23,FIT-103,23,38
2023-02-23,FIT-201,120,45
2023-02-23,FIT-202,108,53
2023-02-23,FIT-203,19,34
2023-02-23,FIT-204,145,36
2023-02-23,FIT-205,124,50
2023-02-23,FIT-301,61,54
2023-02-23,FIT-302,147,61
2023-02-23,FIT-303,96,22
2023-02-23,FIT-304,56,33
2023-02-23,FIT-401,204,103
2023-02-23,FIT-402,34,28
2023-02-23,FIT-501,139,43
2023-02-23,FIT-502,71,40
2023-02-23,FIT-503,66,26
2023-02-23,FIT-601,75,31
2023-02-24,FIT-101,153,138
2023-02-24,FIT-102,20,57
2023-02-24,FIT-103,15,42
2023-02-24,FIT-201,115,45
2023-02-24,FIT-202,106,52
2023-02-24,FIT-203,13,37
2023-02-24,FIT-204,144,35
2023-02-24,FIT-205,119,51
2023-02-24,FIT-301,69,56
2023-02-24,FIT-302,145,58
2023-02-24,FIT-303,93,20
2023-02-24,FIT-304,53,33
2023-02-24,FIT-401,206,103
2023-02-24,FIT-402,25,33
2023-02-24,FIT-501,142,42
2023-02-24,FIT-502,81,41
2023-02-24,FIT-503,57,27
2023-02-24,FIT-601,83,33
2023-02-25,FIT-101,152,138
2023-02-25,FIT-102,29,55
2023-02-25,FIT-103,24,40
2023-02-25,FIT-201,117,41
2023-02-25,FIT-202,103,54
2023-02-25,FIT-203,19,38
2023-02-25,FIT-204,141,36
2023-02-25,FIT-205,116,54
2023-02-25,FIT-301,60,52
2023-02-25,FIT-302,143,57
2023-02-25,FIT-303,99,19
2023-02-25,FIT-304,54,33
2023-02-25,FIT-401,203,104
2023-02-25,FIT-402,34,27
2023-02-25,FIT-501,140,42
2023-02-25,FIT-502,71,39
2023-02-25,FIT-503,57,27
2023-02-25,FIT-601,75,31
2023-02-26,FIT-101,152,139
2023-02-26,FIT-102,24,52
2023-02-26,FIT-103,19,41
2023-02-26,FIT-201,120,39
2023-02-26,FIT-202,102,52
2023-02-26,FIT-203,12,39
2023-02-26,FIT-204,146,38
2023-02-26,FIT-205,124,49
2023-02-26,FIT-301,70,51
2023-02-26,FIT-302,144,58
2023-02-26,FIT-303,94,21
2023-02-26,FIT-304,57,38
2023-02-26,FIT-401,206,104
2023-02-26,FIT-402,31,27
2023-02-26,FIT-501,134,42
2023-02-26,FIT-502,74,44
2023-02-26,FIT-503,56,22
2023-02-26,FIT-601,83,36
2023-02-27,FIT-101,152,139
2023-02-27,FIT-102,29,55
2023-02-27,FIT-103,23,41
2023-02-27,FIT-201,121,40
2023-02-27,FIT-202,111,50
2023-02-27,FIT-203,11,36
2023-02-27,FIT-204,141,38
2023-02-27,FIT-205,117,53
2023-02-27,FIT-301,69,51
2023-02-27,FIT-302,140,59
2023-02-27,FIT-303,92,18
2023-02-27,FIT-304,60,34
2023-02-27,FIT-401,204,104
2023-02-27,FIT-402,34,30
2023-02-27,FIT-501,134,44
2023-02-27,FIT-502,77,40
2023-02-27,FIT-503,56,23
2023-02-27,FIT-601,84,35
2023-02-28,FIT-101,153,-139
2023-02-28,FIT-102,27,51
2023-02-28,FIT-103,18,42
2023-02-28,FIT-201,113,39
2023-02-28,FIT-202,106,49
2023-02-28,FIT-203,12,37
2023-02-28,FIT-204,146,41
2023-02-28,FIT-205,125,51
2023-02-28,FIT-301,65,54
2023-02-28,FIT-302,139,61
2023-02-28,FIT-303,92,-19
2023-02-28,FIT-304,61,35
2023-02-28,FIT-401,208,104
2023-02-28,FIT-402,27,30
2023-02-28,FIT-501,142,46
2023-02-28,FIT-502,77,41
2023-02-28,FIT-503,64,26
2023-02-28,FIT-601,81,36
2023-03-01,FIT-101,154,140
2023-03-01,FIT-102,22,53
2023-03-01,FIT-103,19,41
2023-03-01,FIT-201,120,40
2023-03-01,FIT-202,111,52
2023-03-01,FIT-203,11,35
2023-03-01,FIT-204,150,38
2023-03-01,FIT-205,120,52
2023-03-01,FIT-301,60,50
2023-03-01,FIT-302,143,61
2023-03-01,FIT-303,100,18
2023-03-01,FIT-304,62,34
2023-03-01,FIT-401,209,105
2023-03-01,FIT-402,25,28
2023-03-01,FIT-501,134,44
2023-03-01,FIT-502,78,44
2023-03-01,FIT-503,63,27
2023-03-01,FIT-601,77,37
2023-03-02,FIT-101,154,140
2023-03-02,FIT-102,20,57
2023-03-02,FIT-103,25,37
2023-03-02,FIT-201,115,39
2023-03-02,FIT-202,102,54
2023-03-02,FIT-203,18,36
2023-03-02,FIT-204,141,35
2023-03-02,FIT-205,121,52
2023-03-02,FIT-301,69,50
2023-03-02,FIT-302,148,57
2023-03-02,FIT-303,93,18
2023-03-02,FIT-304,58,38
2023-03-02,FIT-401,208,105
2023-03-02,FIT-402,30,30
2023-03-02,FIT-501,134,41
2023-03-02,FIT-502,75,43
2023-03-02,FIT-503,66,22
2023-03-02,FIT-601,79,36
2023-03-03,FIT-101,153,140
2023-03-03,FIT-102,23,52
2023-03-03,FIT-103,17,39
2023-03-03,FIT-201,114,40
2023-03-03,FIT-202,106,53
2023-03-03,FIT-203,20,37
2023-03-03,FIT-204,144,40
2023-03-03,FIT-205,119,48
2023-03-03,FIT-301,60,54
2023-03-03,FIT-302,139,56
2023-03-03,FIT-303,92,21
2023-03-03,FIT-304,56,39
2023-03-03,FIT-401,204,105
2023-03-03,FIT-402,27,30
2023-03-03,FIT-501,139,46
2023-03-03,FIT-502,79,43
2023-03-03,FIT-503,65,23
2023-03-03,FIT-601,81,35
2023-03-04,FIT-101,153,141
2023-03-04,FIT-102,21,54
2023-03-04,FIT-103,18,41
2023-03-04,FIT-201,121,42
2023-03-04,FIT-202,108,52
2023-03-04,FIT-203,18,38
2023-03-04,FIT-204,146,39
2023-03-04,FIT-205,119,51
2023-03-04,FIT-301,64,56
2023-03-04,FIT-302,138,59
2023-03-04,FIT-303,102,21
2023-03-04,FIT-304,62,33
2023-03-04,FIT-401,205,105
2023-03-04,FIT-402,27,28
2023-03-04,FIT-501,142,45
2023-03-04,FIT-502,80,43
2023-03-04,FIT-503,62,25
2023-03-04,FIT-601,84,37
2023-03-05,FIT-101,153,141
2023-03-05,FIT-102,27,57
2023-03-05,FIT-103,24,42
2023-03-05,FIT-201,116,45
2023-03-05,FIT-202,109,50
2023-03-05,FIT-203,11,38
2023-03-05,FIT-204,150,36
2023-03-05,FIT-205,117,51
2023-03-05,FIT-301,70,53
2023-03-05,FIT-302,144,61
2023-03-05,FIT-303,98,23
2023-03-05,FIT-304,53,39
2023-03-05,FIT-401,205,106
2023-03-05,FIT-402,35,29
2023-03-05,FIT-501,141,41
2023-03-05,FIT-502,77,43
2023-03-05,FIT-503,58,21
2023-03-05,FIT-601,85,35
2023-03-06,FIT-101,152,141
2023-03-06,FIT-102,26,57
2023-03-06,FIT-103,20,36
2023-03-06,FIT-201,113,43
2023-03-06,FIT-202,108,53
2023-03-06,FIT-203,11,36
2023-03-06,FIT-204,148,40
2023-03-06,FIT-205,125,53
2023-03-06,FIT-301,68,56
2023-03-06,FIT-302,142,58
2023-03-06,FIT-303,100,22
2023-03-06,FIT-304,60,35
2023-03-06,FIT-401,209,106
2023-03-06,FIT-402,30,30
2023-03-06,FIT-501,136,43
2023-03-06,FIT-502,73,39
2023-03-06,FIT-503,62,22
2023-03-06,FIT-601,79,37
2023-03-07,FIT-101,153,142
2023-03-07,FIT-102,23,52
2023-03-07,FIT-103,23,36
2023-03-07,FIT-201,119,39
2023-03-07,FIT-202,112,53
2023-03-07,FIT-203,18,36
2023-03-07,FIT-204,147,36
2023-03-07,FIT-205,123,54
2023-03-07,FIT-301,70,53
2023-03-07,FIT-302,143,56
2023-03-07,FIT-303,96,19
2023-03-07,FIT-304,62,34
2023-03-07,FIT-401,209,106
2023-03-07,FIT-402,30,31
2023-03-07,FIT-501,135,44
2023-03-07,FIT-502,78,41
2023-03-07,FIT-503,66,22
2023-03-07,FIT-601,83,35
2023-03-08,FIT-101,153,142
2023-03-08,FIT-102,28,51
2023-03-08,FIT-103,17,41
2023-03-08,FIT-201,118,40
2023-03-08,FIT-202,111,51
2023-03-08,FIT-203,18,33
2023-03-08,FIT-204,145,37
2023-03-08,FIT-205,125,53
2023-03-08,FIT-301,69,55
2023-03-08,FIT-302,143,61
2023-03-08,FIT-303,92,19
2023-03-08,FIT-304,57,35
2023-03-08,FIT-401,206,106
2023-03-08,FIT-402,32,32
2023-03-08,FIT-501,135,42
2023-03-08,FIT-502,71,40
2023-03-08,FIT-503,60,23
2023-03-08,FIT-601,80,37
2023-03-09,FIT-101,154,142
2023-03-09,FIT-102,28,51
2023-03-09,FIT-103,22,41
2023-03-09,FIT-201,115,43
2023-03-09,FIT-202,105,53
2023-03-09,FIT-203,17,37
2023-03-09,FIT-204,147,35
2023-03-09,FIT-205,123,48
2023-03-09,FIT-301,65,55
2023-03-09,FIT-302,141,56
2023-03-09,FIT-303,98,22
2023-03-09,FIT-304,60,39
2023-03-09,FIT-401,203,107
2023-03-09,FIT-402,32,27
2023-03-09,FIT-501,135,45
2023-03-09,FIT-502,73,39
2023-03-09,FIT-503,58,21
2023-03-09,FIT-601,79,33
2023-03-10,FIT-101,152,143
2023-03-10,FIT-102,24,55
2023-03-10,FIT-103,17,40
2023-03-10,FIT-201,112,39
2023-03-10,FIT-202,111,52
2023-03-10,FIT-203,15,34
2023-03-10,FIT-204,149,39
2023-03-10,FIT-205,119,52
2023-03-10,FIT-301,68,52
2023-03-10,FIT-302,145,61
2023-03-10,FIT-303,92,20
2023-03-10,FIT-304,52,37
2023-03-10,FIT-401,203,107
2023-03-10,FIT-402,34,29
2023-03-10,FIT-501,139,41
2023-03-10,FIT-502,72,40
2023-03-10,FIT-503,60,24
2023-03-10,FIT-601,85,34
2023-03-11,FIT-101,153,143
2023-03-11,FIT-102,21,52
2023-03-11,FIT-103,16,41
2023-03-11,FIT-201,111,42
2023-03-11,FIT-202,109,49
2023-03-11,FIT-203,15,38
2023-03-11,FIT-204,144,37
2023-03-11,FIT-205,118,48
2023-03-11,FIT-301,63,50
2023-03-11,FIT-302,147,57
2023-03-11,FIT-303,94,22
2023-03-11,FIT-304,57,36
2023-03-11,FIT-401,209,107
2023-03-11,FIT-402,34,30
2023-03-11,FIT-501,137,40
2023-03-11,FIT-502,77,42
2023-03-11,FIT-503,59,21
2023-03-11,FIT-601,83,31
2023-03-12,FIT-101,154,143
2023-03-12,FIT-102,30,55
2023-03-12,FIT-103,17,36
2023-03-12,FIT-201,113,45
2023-03-12,FIT-202,110,54
2023-03-12,FIT-203,13,39
2023-03-12,FIT-204,142,40
2023-03-12,FIT-205,123,54
2023-03-12,FIT-301,64,52
2023-03-12,FIT-302,138,61
2023-03-12,FIT-303,93,22
2023-03-12,FIT-304,58,33
2023-03-12,FIT-401,210,107
2023-03-12,FIT-402,30,29
2023-03-12,FIT-501,139,42
2023-03-12,FIT-502,76,42
2023-03-12,FIT-503,57,27
2023-03-12,FIT-601,80,36
2023-03-13,FIT-101,153,144
2023-03-13,FIT-102,22,52
2023-03-13,FIT-103,21,41
2023-03-13,FIT-201,119,41
2023-03-13,FIT-202,104,51
2023-03-13,FIT-203,20,33
2023-03-13,FIT-204,146,40
2023-03-13,FIT-205,118,49
2023-03-13,FIT-301,65,52
2023-03-13,FIT-302,142,58
2023-03-13,FIT-303,95,17
2023-03-13,FIT-304,52,33
2023-03-13,FIT-401,209,108
2023-03-13,FIT-402,33,31
2023-03-13,FIT-501,144,46
2023-03-13,FIT-502,76,42
2023-03-13,FIT-503,58,26
2023-03-13,FIT-601,82,34
2023-03-14,FIT-101,154,144
2023-03-14,FIT-102,25,53
2023-03-14,FIT-103,25,42
2023-03-14,FIT-201,112,43
2023-03-14,FIT-202,102,49
2023-03-14,FIT-203,10,39
2023-03-14,FIT-204,143,36
2023-03-14,FIT-205,124,50
2023-03-14,FIT-301,70,54
2023-03-14,FIT-302,146,61
2023-03-14,FIT-303,98,22
2023-03-14,FIT-304,53,34
2023-03-14,FIT-401,208,108
2023-03-14,FIT-402,27,27
2023-03-14,FIT-501,135,41
2023-03-14,FIT-502,72,42
2023-03-14,FIT-503,62,23
2023-03-14,FIT-601,79,32
2023-03-15,FIT-101,152,144
2023-03-15,FIT-102,29,51
2023-03-15,FIT-103,20,41
2023-03-15,FIT-201,113,41
2023-03-15,FIT-202,106,50
2023-03-15,FIT-203,17,33
2023-03-15,FIT-204,147,35
2023-03-15,FIT-205,124,52
2023-03-15,FIT-301,66,52
2023-03-15,FIT-302,138,58
2023-03-15,FIT-303,102,-21
2023-03-15,FIT-304,52,33
2023-03-15,FIT-401,205,108
2023-03-15,FIT-402,33,31
2023-03-15,FIT-501,141,45
2023-03-15,FIT-502,71,42
2023-03-15,FIT-503,64,24
2023-03-15,FIT-601,77,34
2023-03-16,FIT-101,152,145
2023-03-16,FIT-102,29,52
2023-03-16,FIT-103,25,38
2023-03-16,FIT-201,115,43
2023-03-16,FIT-202,106,50
2023-03-16,FIT-203,20,33
2023-03-16,FIT-204,148,38
2023-03-16,FIT-205,125,54
2023-03-16,FIT-301,66,50
2023-03-16,FIT-302,138,59
2023-03-16,FIT-303,98,22
2023-03-16,FIT-304,56,34
2023-03-16,FIT-401,205,108
2023-03-16,FIT-402,25,30
2023-03-16,FIT-501,142,41
2023-03-16,FIT-502,74,38
2023-03-16,FIT-503,56,25
2023-03-16,FIT-601,83,33
2023-03-17,FIT-101,152,145
2023-03-17,FIT-102,25,55
2023-03-17,FIT-103,24,42
2023-03-17,FIT-201,115,44
2023-03-17,FIT-202,112,52
2023-03-17,FIT-203,11,38
2023-03-17,FIT-204,143,38
2023-03-17,FIT-205,118,-49
2023-03-17,FIT-301,68,53
2023-03-17,FIT-302,140,57
2023-03-17,FIT-303,99,21
2023-03-17,FIT-304,54,37
2023-03-17,FIT-401,206,109
2023-03-17,FIT-402,31,28
2023-03-17,FIT-501,135,44
2023-03-17,FIT-502,75,42
2023-03-17,FIT-503,63,21
2023-03-17,FIT-601,82,36
2023-03-18,FIT-101,153,145
2023-03-18,FIT-102,30,51
2023-03-18,FIT-103,15,41
2023-03-18,FIT-201,117,39
2023-03-18,FIT-202,104,52
2023-03-18,FIT-203,10,33
2023-03-18,FIT-204,148,41
2023-03-18,FIT-205,115,48
2023-03-18,FIT-301,64,56
2023-03-18,FIT-302,147,56
2023-03-18,FIT-303,95,20
2023-03-18,FIT-304,60,37
2023-03-18,FIT-401,205,109
2023-03-18,FIT-402,31,32
2023-03-18,FIT-501,141,45
2023-03-18,FIT-502,81,43
2023-03-18,FIT-503,58,26
2023-03-18,FIT-601,84,32
2023-03-19,FIT-101,152,146
2023-03-19,FIT-102,25,52
2023-03-19,FIT-103,22,38
2023-03-19,FIT-201,111,44
2023-03-19,FIT-202,108,54
2023-03-19,FIT-203,14,33
2023-03-19,FIT-204,149,37
2023-03-19,FIT-205,125,-52
2023-03-19,FIT-301,60,53
2023-03-19,FIT-302,141,59
2023-03-19,FIT-303,101,22
2023-03-19,FIT-304,62,35
2023-03-19,FIT-401,208,109
2023-03-19,FIT-402,25,28
2023-03-19,FIT-501,140,45
2023-03-19,FIT-502,72,40
2023-03-19,FIT-503,66,27
2023-03-19,FIT-601,77,34
2023-03-20,FIT-101,154,146
2023-03-20,FIT-102,26,55
2023-03-20,FIT-103,20,38
2023-03-20,FIT-201,113,43
2023-03-20,FIT-202,104,50
2023-03-20,FIT-203,15,38
2023-03-20,FIT-204,145,40
2023-03-20,FIT-205,116,52
2023-03-20,FIT-301,66,50
2023-03-20,FIT-302,139,59
2023-03-20,FIT-303,100,21
2023-03-20,FIT-304,61,39
2023-03-20,FIT-401,210,109
2023-03-20,FIT-402,30,30
2023-03-20,FIT-501,144,42
2023-03-20,FIT-502,71,38
2023-03-20,FIT-503,56,25
2023-03-20,FIT-601,82,37
2023-03-21,FIT-101,153,146
2023-03-21,FIT-102,25,54
2023-03-21,FIT-103,25,41
2023-03-21,FIT-201,111,43
2023-03-21,FIT-202,111,51
2023-03-21,FIT-203,13,33
2023-03-21,FIT-204,146,39
2023-03-21,FIT-205,120,48
2023-03-21,FIT-301,65,55
2023-03-21,FIT-302,144,57
2023-03-21,FIT-303,92,22
2023-03-21,FIT-304,55,35
2023-03-21,FIT-401,210,110
2023-03-21,FIT-402,29,-31
2023-03-21,FIT-501,143,42
2023-03-21,FIT-502,74,40
2023-03-21,FIT-503,64,25
2023-03-21,FIT-601,77,33
2023-03-22,FIT-101,155,147
2023-03-22,FIT-102,25,57
2023-03-22,FIT-103,16,42
2023-03-22,FIT-201,113,39
2023-03-22,FIT-202,107,49
2023-03-22,FIT-203,18,39
2023-03-22,FIT-204,141,37
2023-03-22,FIT-205,117,53
2023-03-22,FIT-301,61,53
2023-03-22,FIT-302,145(,57
2023-03-22,FIT-303,92,18
2023-03-22,FIT-304,58,37
2023-03-22,FIT-401,205,110
2023-03-22,FIT-402,31,28
2023-03-22,FIT-501,135,43
2023-03-22,FIT-502,81,39
2023-03-22,FIT-503,62,24
2023-03-22,FIT-601,81,35
2023-03-23,FIT-101,155,147
2023-03-23,FIT-102,21,55
2023-03-23,FIT-103,19,36
2023-03-23,FIT-201,114$,39
2023-03-23,FIT-202,111,49
2023-03-23,FIT-203,18,35
2023-03-23,FIT-204,149,38
2023-03-23,FIT-205,118,51
2023-03-23,FIT-301,70,51
2023-03-23,FIT-302,145,61
2023-03-23,FIT-303,95,22
2023-03-23,FIT-304,55,37
2023-03-23,FIT-401,211,110
2023-03-23,FIT-402,28,30
2023-03-23,FIT-501,139,41
2023-03-23,FIT-502,79,38
2023-03-23,FIT-503,62,27
2023-03-23,FIT-601,83,35
2023-03-24,FIT-101,154,147
2023-03-24,FIT-102,20,55
2023-03-24,FIT-103,17,37
2023-03-24,FIT-201,118,44
2023-03-24,FIT-202,109,48
2023-03-24,FIT-203,12,38
2023-03-24,FIT-204,141,-36
2023-03-24,FIT-205,119,49
2023-03-24,FIT-301,68,54
2023-03-24,FIT-302,146,56
2023-03-24,FIT-303,92,17
2023-03-24,FIT-304,59,37
2023-03-24,FIT-401,209,110
2023-03-24,FIT-402,33,29
2023-03-24,FIT-501,140,40
2023-03-24,FIT-502,71,42
2023-03-24,FIT-503,57,27
2023-03-24,FIT-601,85,37
2023-03-25,FIT-101,155,148
2023-03-25,FIT-102,24,52
2023-03-25,FIT-103,21,41
2023-03-25,FIT-201,112,41
2023-03-25,FIT-202,104,53
2023-03-25,FIT-203,17,39
2023-03-25,FIT-204,146,38
2023-03-25,FIT-205,120,50
2023-03-25,FIT-301,65,50
2023-03-25,FIT-302,148,56
2023-03-25,FIT-303,95,19
2023-03-25,FIT-304,61,36
2023-03-25,FIT-401,210,111
2023-03-25,FIT-402,26?,31
2023-03-25,FIT-501,142,40
2023-03-25,FIT-502,71,44
2023-03-25,FIT-503,57,21
2023-03-25,FIT-601,84,36
2023-03-26,FIT-101,153,148
2023-03-26,FIT-102,27,53
2023-03-26,FIT-103,24,40
2023-03-26,FIT-201,117,44
2023-03-26,FIT-202,105,50
2023-03-26,FIT-203,18,35
2023-03-26,FIT-204,144,40
2023-03-26,FIT-205,119,49
2023-03-26,FIT-301,60,53
2023-03-26,FIT-302,140,62
2023-03-26,FIT-303,93,18
2023-03-26,FIT-304,57,39
2023-03-26,FIT-401,207,111
2023-03-26,FIT-402,34,31
2023-03-26,FIT-501,137,43
2023-03-26,FIT-502,75,39
2023-03-26,FIT-503,58,27
2023-03-26,FIT-601,80,35
2023-03-27,FIT-101,155,148
2023-03-27,FIT-102,25,55
2023-03-27,FIT-103,22,36
2023-03-27,FIT-201,118,43
2023-03-27,FIT-202,112,51
2023-03-27,FIT-203,18,33
2023-03-27,FIT-204,149,35
2023-03-27,FIT-205,117,50
2023-03-27,FIT-301,67,54
2023-03-27,FIT-302,143,59
2023-03-27,FIT-303,92,23
2023-03-27,FIT-304,60,-35
2023-03-27,FIT-401,211,111
2023-03-27,FIT-402,31,29
2023-03-27,FIT-501,142,43
2023-03-27,FIT-502,73,44
2023-03-27,FIT-503,66,21
2023-03-27,FIT-601,80,35
2023-03-28,FIT-101,154,149
2023-03-28,FIT-102,25,56
2023-03-28,FIT-103,15,41
2023-03-28,FIT-201,121,44
2023-03-28,FIT-202,112,51
2023-03-28,FIT-203,13,35
2023-03-28,FIT-204,146,39
2023-03-28,FIT-205,122,-53
2023-03-28,FIT-301,70,50
2023-03-28,FIT-302,144,62
2023-03-28,FIT-303,100,18
2023-03-28,FIT-304,61,38
2023-03-28,FIT-401,210,111
2023-03-28,FIT-402,28,28
2023-03-28,FIT-501,143,43
2023-03-28,FIT-502,80,41
2023-03-28,FIT-503,56,24
2023-03-28,FIT-601,82,35
2023-03-29,FIT-101,154,149
2023-03-29,FIT-102,26,53
2023-03-29,FIT-103,15,42
2023-03-29,FIT-201,120,45
2023-03-29,FIT-202,109,49
2023-03-29,FIT-203,16,35
2023-03-29,FIT-204,140,41
2023-03-29,FIT-205,115,51
2023-03-29,FIT-301,61,56
2023-03-29,FIT-302,148,60
2023-03-29,FIT-303,98,21
2023-03-29,FIT-304,55,34
2023-03-29,FIT-401,211,112
2023-03-29,FIT-402,28,33
2023-03-29,FIT-501,135,-40
2023-03-29,FIT-502,77,40
2023-03-29,FIT-503,56,26
2023-03-29,FIT-601,76,36
2023-03-30,FIT-101,153,149
2023-03-30,FIT-102,20,53
2023-03-30,FIT-103,23,42
2023-03-30,FIT-201,116,44
2023-03-30,FIT-202,108,53
2023-03-30,FIT-203,13,35
2023-03-30,FIT-204,141,37
2023-03-30,FIT-205,115,50
2023-03-30,FIT-301,66,56
2023-03-30,FIT-302,143,58
2023-03-30,FIT-303,98,17
2023-03-30,FIT-304,61,35
2023-03-30,FIT-401,208,112
2023-03-30,FIT-402,30,31
2023-03-30,FIT-501,143,42
2023-03-30,FIT-502,71,44
2023-03-30,FIT-503,62,25
2023-03-30,FIT-601,78,32
2023-03-31,FIT-101,153,150
2023-03-31,FIT-102,25,54
2023-03-31,FIT-103,18,42
2023-03-31,FIT-201,114,45
2023-03-31,FIT-202,108,54
2023-03-31,FIT-203,20,36
2023-03-31,FIT-204,150,38
2023-03-31,FIT-205,120,48
2023-03-31,FIT-301,68,56
2023-03-31,FIT-302,140,60
2023-03-31,FIT-303,100,20
2023-03-31,FIT-304,60,38
2023-03-31,FIT-401,206,112
2023-03-31,FIT-402,26,31
2023-03-31,FIT-501,139,-46
2023-03-31,FIT-502,76,38
2023-03-31,FIT-503,56,26
2023-03-31,FIT-601,80,36
2023-04-01,FIT-101,155},150
2023-04-01,FIT-102,29,51
2023-04-01,FIT-103,18,38
2023-04-01,FIT-201,113,42
2023-04-01,FIT-202,109,50
2023-04-01,FIT-203,18,39
2023-04-01,FIT-204,144,39
2023-04-01,FIT-205,118,50
2023-04-01,FIT-301,70,52
2023-04-01,FIT-302,141,62
2023-04-01,FIT-303,100,20
2023-04-01,FIT-304,59,37
2023-04-01,FIT-401,207,112
2023-04-01,FIT-402,28,27
2023-04-01,FIT-501,143,43
2023-04-01,FIT-502,79,44
2023-04-01,FIT-503,66,25
