Date,ShiftID,EmployeeID,Hours_Worked
2023-04-26,SH-203918,FT-109,8
2023-04-26,SH-203919,FT-110,8
2023-04-26,SH-203920,FT-111,8
2023-04-26,SH-203921,FT-112,8
2023-04-26,SH-203922,FT-113,8
2023-04-26,SH-203923,FT-114,8
2023-04-26,SH-203924,FT-115,8
2023-04-26,SH-203925,FT-116,8
2023-04-26,SH-203926,FT-117,8
2023-04-26,SH-203927,FT-118,8
2023-04-26,SH-203928,FT-119,8
2023-04-26,SH-203929,FT-120,8
2023-04-26,SH-203930,FTS-11,8
2023-04-26,SH-203931,FTS-12,8
2023-04-26,SH-203932,FTS-13,8
2023-04-26,SH-203933,FTS-14,8
2023-04-26,SH-203934,FTS-15,8
2023-04-26,SH-203935,PT-201,6
2023-04-26,SH-203936,PT-202,6
2023-04-26,SH-203937,PT-203,6
2023-04-26,SH-203938,PT-204,6
2023-04-26,SH-203939,PT-205,6
2023-04-26,SH-203940,PT-206,6
2023-04-26,SH-203941,PT-207,6
2023-04-26,SH-203942,PT-208,6
2023-04-26,SH-203943,PT-209,6
2023-04-26,SH-203944,PT-210,6
2023-04-26,SH-203945,PT-211,6
2023-04-26,SH-203946,PT-212,6
2023-04-26,SH-203947,PT-213,6
2023-04-26,SH-203948,PT-214,6
2023-04-26,SH-203949,PT-215,6
2023-03-31,SH-203190,FT-101,8
2023-03-31,SH-203191,FT-102,8
2023-03-31,SH-203192,FT-103,8
2023-03-31,SH-203193,FT-104,8
2023-03-31,SH-203194,FT-105,8
2023-03-31,SH-203195,FT-106,8
2023-03-31,SH-203196,FT-107,8
2023-03-31,SH-203197,FT-108,8
2023-03-31,SH-203198,FT-109,8
2023-03-31,SH-203199,FT-110,8
2023-03-31,SH-203200,FT-111,8
2023-03-31,SH-203201,FT-112,8
2023-03-31,SH-203202,FT-113,8
2023-03-31,SH-203203,FT-114,8
2023-03-31,SH-203204,FT-115,8
2023-03-31,SH-203205,FT-116,8
2023-03-31,SH-203206,FT-117,8
2023-03-31,SH-203207,FT-118,8
2023-03-31,SH-203208,FT-119,8
2023-03-31,SH-203209,FT-120,8
2023-03-31,SH-203210,FTS-11,8
2023-03-31,SH-203211,FTS-12,8
2023-03-31,SH-203212,FTS-13,8
2023-03-31,SH-203213,FTS-14,8
2023-03-31,SH-203214,FTS-15,8
2023-03-31,SH-203215,PT-201,6
2023-03-31,SH-203216,PT-202,6
2023-03-31,SH-203217,PT-203,6
2023-03-31,SH-203218,PT-204,6
2023-03-31,SH-203219,PT-205,6
2023-03-31,SH-203220,PT-206,6
2023-03-31,SH-203221,PT-207,6
2023-03-31,SH-203222,PT-208,6
2023-03-31,SH-203223,PT-209,6
2023-03-31,SH-203224,PT-210,6
2023-03-31,SH-203225,PT-211,6
2023-03-31,SH-203226,PT-212,6
2023-03-31,SH-203227,PT-213,6
2023-03-31,SH-203228,PT-214,6
2023-03-31,SH-203229,PT-215,6
2023-04-19,SH-203710,FT-101,8
2023-04-19,SH-203711,FT-102,8
2023-04-19,SH-203712,FT-103,8
2023-04-19,SH-203713,FT-104,8
2023-04-19,SH-203714,FT-105,8
2023-04-19,SH-203715,FT-106,8
2023-04-19,SH-203716,FT-107,8
2023-04-19,SH-203717,FT-108,8
2023-04-19,SH-203718,FT-109,8
2023-04-19,SH-203719,FT-110,8
2023-04-19,SH-203720,FT-111,8
2023-04-19,SH-203721,FT-112,8
2023-04-19,SH-203722,FT-113,8
2023-04-19,SH-203723,FT-114,8
2023-04-19,SH-203724,FT-115,8
2023-04-19,SH-203725,FT-116,8
2023-04-19,SH-203726,FT-117,8
2023-04-19,SH-203727,FT-118,8
2023-04-19,SH-203728,FT-119,8
2023-04-19,SH-203729,FT-120,8
2023-04-19,SH-203730,FTS-11,8
2023-04-19,SH-203731,FTS-12,8
2023-04-19,SH-203732,FTS-13,8
2023-04-19,SH-203733,FTS-14,8
2023-04-19,SH-203734,FTS-15,8
2023-04-19,SH-203735,PT-201,6
2023-04-19,SH-203736,PT-202,6
2023-04-19,SH-203737,PT-203,6
2023-04-19,SH-203738,PT-204,6
2023-04-19,SH-203739,PT-205,6
2023-04-19,SH-203740,PT-206,6
2023-04-19,SH-203741,PT-207,6
2023-04-19,SH-203742,PT-208,6
2023-04-19,SH-203743,PT-209,6
2023-04-19,SH-203744,PT-210,6
2023-04-19,SH-203745,PT-211,6
2023-04-19,SH-203746,PT-212,6
2023-04-19,SH-203747,PT-213,6
2023-04-19,SH-203748,PT-214,6
2023-04-19,SH-203749,PT-215,6
2023-08-15,SH-206540,FT-101,8
2023-08-15,SH-206541,FT-102,8
2023-08-15,SH-206542,FT-103,8
2023-08-15,SH-206543,FT-104,8
2023-08-15,SH-206544,FT-105,8
2023-08-15,SH-206545,FT-106,8
2023-08-15,SH-206546,FT-107,8
2023-08-15,SH-206547,FT-108,8
2023-08-15,SH-206548,FT-109,8
2023-08-15,SH-206549,FT-110,8
2023-08-15,SH-206550,FT-111,8
2023-08-15,SH-206551,FT-112,8
2023-08-15,SH-206552,FT-113,8
2023-08-15,SH-206553,FT-114,8
2023-08-15,SH-206554,FT-115,8
2023-08-15,SH-206555,FT-116,8
2023-08-15,SH-206556,FT-117,8
2023-08-15,SH-206557,FT-118,8
2023-08-15,SH-206558,FT-119,8
2023-08-15,SH-206559,FT-120,8
2023-08-15,SH-206560,FTS-11,8
2023-08-15,SH-206561,FTS-12,8
2023-08-15,SH-206562,FTS-13,8
2023-08-15,SH-206563,FTS-14,8
2023-08-15,SH-206564,FTS-15,8
2023-08-15,SH-206565,PT-201,4
2023-08-15,SH-206566,PT-202,4
2023-08-15,SH-206567,PT-203,4
2023-08-15,SH-206568,PT-204,4
2023-08-15,SH-206569,PT-205,4
2023-10-19,SH-208095,FT-101,8
2023-10-19,SH-208096,FT-102,8
2023-10-19,SH-208097,FT-103,8
2023-10-19,SH-208098,FT-104,8
2023-10-19,SH-208099,FT-105,8
2023-10-19,SH-208100,FT-106,8
2023-10-19,SH-208101,FT-107,8
2023-10-19,SH-208102,FT-108,8
2023-10-19,SH-208103,FT-109,8
2023-10-19,SH-208104,FT-110,8
2023-10-19,SH-208105,FT-111,8
2023-10-19,SH-208106,FT-112,8
2023-10-19,SH-208107,FT-113,8
2023-10-19,SH-208108,FT-114,8
2023-10-19,SH-208109,FT-115,8
2023-10-19,SH-208110,FT-116,8
2023-10-19,SH-208111,FT-117,8
2023-10-19,SH-208112,FT-118,8
2023-10-19,SH-208113,FT-119,8
2023-10-19,SH-208114,FT-120,8
2023-10-19,SH-208115,FTS-11,8
2023-10-19,SH-208116,FTS-12,8
2023-10-19,SH-208117,FTS-13,8
2023-10-19,SH-208118,FTS-14,8
2023-10-19,SH-208119,FTS-15,8
2023-10-26,SH-208220,FT-101,8
2023-10-26,SH-208221,FT-102,8
2023-10-26,SH-208222,FT-103,8
2023-10-26,SH-208223,FT-104,8
2023-10-26,SH-208224,FT-105,8
2023-10-26,SH-208225,FT-106,8
2023-10-26,SH-208226,FT-107,8
2023-10-26,SH-208227,FT-108,8
2023-10-26,SH-208228,FT-109,8
2023-10-26,SH-208229,FT-110,8
2023-10-26,SH-208230,FT-111,8
2023-10-26,SH-208231,FT-112,8
2023-10-26,SH-208232,FT-113,8
2023-10-26,SH-208233,FT-114,8
2023-10-26,SH-208234,FT-115,8
2023-10-26,SH-208235,FT-116,8
2023-10-26,SH-208236,FT-117,8
2023-10-26,SH-208237,FT-118,8
2023-10-26,SH-208238,FT-119,8
2023-10-26,SH-208239,FT-120,8
2023-10-26,SH-208240,FTS-11,8
2023-10-26,SH-208241,FTS-12,8
2023-10-26,SH-208242,FTS-13,8
2023-10-26,SH-208243,FTS-14,8
2023-10-26,SH-208244,FTS-15,8
2023-08-24,SH-206750,FT-101,8
2023-08-24,SH-206751,FT-102,8
2023-08-24,SH-206752,FT-103,8
2023-08-24,SH-206753,FT-104,8
2023-08-24,SH-206754,FT-105,8
2023-08-24,SH-206755,FT-106,8
2023-08-24,SH-206756,FT-107,8
2023-08-24,SH-206757,FT-108,8
2023-08-24,SH-206758,FT-109,8
2023-08-24,SH-206759,FT-110,8
2023-08-24,SH-206760,FT-111,8
2023-08-24,SH-206761,FT-112,8
2023-08-24,SH-206762,FT-113,8
2023-08-24,SH-206763,FT-114,8
2023-08-24,SH-206764,FT-115,8
2023-08-24,SH-206765,FT-116,8
2023-08-24,SH-206766,FT-117,8
2023-08-24,SH-206767,FT-118,8
2023-08-24,SH-206768,FT-119,8
2023-08-24,SH-206769,FT-120,8
2023-08-24,SH-206770,FTS-11,8
2023-08-24,SH-206771,FTS-12,8
2023-08-24,SH-206772,FTS-13,8
2023-08-24,SH-206773,FTS-14,8
2023-08-24,SH-206774,FTS-15,8
2023-08-24,SH-206775,PT-201,4
2023-08-24,SH-206776,PT-202,4
2023-08-24,SH-206777,PT-203,4
2023-08-24,SH-206778,PT-204,4
2023-08-24,SH-206779,PT-205,4
2023-10-10,SH-207920,FT-101,8
2023-10-10,SH-207921,FT-102,8
2023-10-10,SH-207922,FT-103,8
2023-10-10,SH-207923,FT-104,8
2023-10-10,SH-207924,FT-105,8
2023-10-10,SH-207925,FT-106,8
2023-10-10,SH-207926,FT-107,8
2023-10-10,SH-207927,FT-108,8
2023-10-10,SH-207928,FT-109,8
2023-10-10,SH-207929,FT-110,8
2023-10-10,SH-207930,FT-111,8
2023-10-10,SH-207931,FT-112,8
2023-10-10,SH-207932,FT-113,8
2023-10-10,SH-207933,FT-114,8
2023-10-10,SH-207934,FT-115,8
2023-10-10,SH-207935,FT-116,8
2023-10-10,SH-207936,FT-117,8
2023-10-10,SH-207937,FT-118,8
2023-10-10,SH-207938,FT-119,8
2023-10-10,SH-207939,FT-120,8
2023-10-10,SH-207940,FTS-11,8
2023-10-10,SH-207941,FTS-12,8
2023-10-10,SH-207942,FTS-13,8
2023-10-10,SH-207943,FTS-14,8
2023-10-10,SH-207944,FTS-15,8
2023-08-23,SH-206720,FT-101,8
2023-08-23,SH-206721,FT-102,8
2023-08-23,SH-206722,FT-103,8
2023-08-23,SH-206723,FT-104,8
2023-08-23,SH-206724,FT-105,8
2023-08-23,SH-206725,FT-106,8
2023-08-23,SH-206726,FT-107,8
2023-08-23,SH-206727,FT-108,8
2023-08-23,SH-206728,FT-109,8
2023-08-23,SH-206729,FT-110,8
2023-08-23,SH-206730,FT-111,8
2023-08-23,SH-206731,FT-112,8
2023-08-23,SH-206732,FT-113,8
2023-08-23,SH-206733,FT-114,8
2023-08-23,SH-206734,FT-115,8
2023-08-23,SH-206735,FT-116,8
2023-08-23,SH-206736,FT-117,8
2023-08-23,SH-206737,FT-118,8
2023-08-23,SH-206738,FT-119,8
2023-08-23,SH-206739,FT-120,8
2023-08-23,SH-206740,FTS-11,8
2023-08-23,SH-206741,FTS-12,8
2023-08-23,SH-206742,FTS-13,8
2023-08-23,SH-206743,FTS-14,8
2023-08-23,SH-206744,FTS-15,8
2023-08-23,SH-206745,PT-201,4
2023-08-23,SH-206746,PT-202,4
2023-08-23,SH-206747,PT-203,4
2023-08-23,SH-206748,PT-204,4
2023-08-23,SH-206749,PT-205,4
2023-10-17,SH-208045,FT-101,8
2023-10-17,SH-208046,FT-102,8
2023-10-17,SH-208047,FT-103,8
2023-10-17,SH-208048,FT-104,8
2023-10-17,SH-208049,FT-105,8
2023-10-17,SH-208050,FT-106,8
2023-10-17,SH-208051,FT-107,8
2023-10-17,SH-208052,FT-108,8
2023-10-17,SH-208053,FT-109,8
2023-10-17,SH-208054,FT-110,8
2023-10-17,SH-208055,FT-111,8
2023-10-17,SH-208056,FT-112,8
2023-10-17,SH-208057,FT-113,8
2023-10-17,SH-208058,FT-114,8
2023-10-17,SH-208059,FT-115,8
2023-10-17,SH-208060,FT-116,8
2023-10-17,SH-208061,FT-117,8
2023-10-17,SH-208062,FT-118,8
2023-10-17,SH-208063,FT-119,8
2023-10-17,SH-208064,FT-120,8
2023-10-17,SH-208065,FTS-11,8
2023-10-17,SH-208066,FTS-12,8
2023-10-17,SH-208067,FTS-13,8
2023-10-17,SH-208068,FTS-14,8
2023-10-17,SH-208069,FTS-15,8
2023-03-30,SH-203150,FT-101,8
2023-03-30,SH-203151,FT-102,8
2023-03-30,SH-203152,FT-103,8
2023-03-30,SH-203153,FT-104,8
2023-03-30,SH-203154,FT-105,8
2023-03-30,SH-203155,FT-106,8
2023-03-30,SH-203156,FT-107,8
2023-03-30,SH-203157,FT-108,8
2023-03-30,SH-203158,FT-109,8
2023-03-30,SH-203159,FT-110,8
2023-03-30,SH-203160,FT-111,8
2023-03-30,SH-203161,FT-112,8
2023-03-30,SH-203162,FT-113,8
2023-03-30,SH-203163,FT-114,8
2023-03-30,SH-203164,FT-115,8
2023-03-30,SH-203165,FT-116,8
2023-03-30,SH-203166,FT-117,8
2023-03-30,SH-203167,FT-118,8
2023-03-30,SH-203168,FT-119,8
2023-03-30,SH-203169,FT-120,8
2023-03-30,SH-203170,FTS-11,8
2023-03-30,SH-203171,FTS-12,8
2023-03-30,SH-203172,FTS-13,8
2023-03-30,SH-203173,FTS-14,8
2023-03-30,SH-203174,FTS-15,8
2023-03-30,SH-203175,PT-201,6
2023-03-30,SH-203176,PT-202,6
2023-03-30,SH-203177,PT-203,6
2023-03-30,SH-203178,PT-204,6
2023-03-30,SH-203179,PT-205,6
2023-03-30,SH-203180,PT-206,6
2023-03-30,SH-203181,PT-207,6
2023-03-30,SH-203182,PT-208,6
2023-03-30,SH-203183,PT-209,6
2023-03-30,SH-203184,PT-210,6
2023-03-30,SH-203185,PT-211,6
2023-03-30,SH-203186,PT-212,6
2023-03-30,SH-203187,PT-213,6
2023-03-30,SH-203188,PT-214,6
2023-03-30,SH-203189,PT-215,6
2023-04-27,SH-203950,FT-101,8
2023-04-27,SH-203951,FT-102,8
2023-04-27,SH-203952,FT-103,8
2023-04-27,SH-203953,FT-104,8
2023-04-27,SH-203954,FT-105,8
2023-04-27,SH-203955,FT-106,8
2023-04-27,SH-203956,FT-107,8
2023-04-27,SH-203957,FT-108,8
2023-04-27,SH-203958,FT-109,8
2023-04-27,SH-203959,FT-110,8
2023-04-27,SH-203960,FT-111,8
2023-04-27,SH-203961,FT-112,8
2023-04-27,SH-203962,FT-113,8
2023-04-27,SH-203963,FT-114,8
2023-04-27,SH-203964,FT-115,8
2023-04-27,SH-203965,FT-116,8
2023-04-27,SH-203966,FT-117,8
2023-04-27,SH-203967,FT-118,8
2023-04-27,SH-203968,FT-119,8
2023-04-27,SH-203969,FT-120,8
2023-04-27,SH-203970,FTS-11,8
2023-04-27,SH-203971,FTS-12,8
2023-04-27,SH-203972,FTS-13,8
2023-04-27,SH-203973,FTS-14,8
2023-04-27,SH-203974,FTS-15,8
2023-04-27,SH-203975,PT-201,6
2023-04-27,SH-203976,PT-202,6
2023-04-27,SH-203977,PT-203,6
2023-04-27,SH-203978,PT-204,6
2023-04-27,SH-203979,PT-205,6
2023-04-27,SH-203980,PT-206,6
2023-04-27,SH-203981,PT-207,6
2023-04-27,SH-203982,PT-208,6
2023-04-27,SH-203983,PT-209,6
2023-04-27,SH-203984,PT-210,6
2023-04-27,SH-203985,PT-211,6
2023-04-27,SH-203986,PT-212,6
2023-04-27,SH-203987,PT-213,6
2023-04-27,SH-203988,PT-214,6
2023-04-27,SH-203989,PT-215,6
2023-04-18,SH-203670,FT-101,8
2023-04-18,SH-203671,FT-102,8
2023-04-18,SH-203672,FT-103,8
2023-04-18,SH-203673,FT-104,8
2023-04-18,SH-203674,FT-105,8
2023-04-18,SH-203675,FT-106,8
2023-04-18,SH-203676,FT-107,8
2023-04-18,SH-203677,FT-108,8
2023-04-18,SH-203678,FT-109,8
2023-04-18,SH-203679,FT-110,8
2023-04-18,SH-203680,FT-111,8
2023-04-18,SH-203681,FT-112,8
2023-04-18,SH-203682,FT-113,8
2023-04-18,SH-203683,FT-114,8
2023-04-18,SH-203684,FT-115,8
2023-04-18,SH-203685,FT-116,8
2023-04-18,SH-203686,FT-117,8
2023-04-18,SH-203687,FT-118,8
2023-04-18,SH-203688,FT-119,8
2023-04-18,SH-203689,FT-120,8
2023-04-18,SH-203690,FTS-11,8
2023-04-18,SH-203691,FTS-12,8
2023-04-18,SH-203692,FTS-13,8
2023-04-18,SH-203693,FTS-14,8
2023-04-18,SH-203694,FTS-15,8
2023-04-18,SH-203695,PT-201,6
2023-04-18,SH-203696,PT-202,6
2023-04-18,SH-203697,PT-203,6
2023-04-18,SH-203698,PT-204,6
2023-04-18,SH-203699,PT-205,6
2023-04-18,SH-203700,PT-206,6
2023-04-18,SH-203701,PT-207,6
2023-04-18,SH-203702,PT-208,6
2023-04-18,SH-203703,PT-209,6
2023-04-18,SH-203704,PT-210,6
2023-04-18,SH-203705,PT-211,6
2023-04-18,SH-203706,PT-212,6
2023-04-18,SH-203707,PT-213,6
2023-04-18,SH-203708,PT-214,6
2023-04-18,SH-203709,PT-215,6
2023-07-07,SH-205730,FT-101,8
2023-07-07,SH-205731,FT-102,8
2023-07-07,SH-205732,FT-103,8
2023-07-07,SH-205733,FT-104,8
2023-07-07,SH-205734,FT-105,8
2023-07-07,SH-205735,FT-106,8
2023-07-07,SH-205736,FT-107,8
2023-07-07,SH-205737,FT-108,8
2023-07-07,SH-205738,FT-109,8
2023-07-07,SH-205739,FT-110,8
2023-07-07,SH-205740,FT-111,8
2023-07-07,SH-205741,FT-112,8
2023-07-07,SH-205742,FT-113,8
2023-07-07,SH-205743,FT-114,8
2023-07-07,SH-205744,FT-115,8
2023-07-07,SH-205745,FT-116,8
2023-07-07,SH-205746,FT-117,8
2023-07-07,SH-205747,FT-118,8
2023-07-07,SH-205748,FT-119,8
2023-07-07,SH-205749,FT-120,8
2023-07-07,SH-205750,FTS-11,8
2023-07-07,SH-205751,FTS-12,8
2023-07-07,SH-205752,FTS-13,8
2023-07-07,SH-205753,FTS-14,8
2023-07-07,SH-205754,FTS-15,8
2023-07-07,SH-205755,PT-201,4
2023-07-07,SH-205756,PT-202,4
2023-07-07,SH-205757,PT-203,4
2023-07-07,SH-205758,PT-204,4
2023-07-07,SH-205759,PT-205,4
2023-04-20,SH-203750,FT-101,8
2023-04-20,SH-203751,FT-102,8
2023-04-20,SH-203752,FT-103,8
2023-04-20,SH-203753,FT-104,8
2023-04-20,SH-203754,FT-105,8
2023-04-20,SH-203755,FT-106,8
2023-04-20,SH-203756,FT-107,8
2023-04-20,SH-203757,FT-108,8
2023-04-20,SH-203758,FT-109,8
2023-04-20,SH-203759,FT-110,8
2023-04-20,SH-203760,FT-111,8
2023-04-20,SH-203761,FT-112,8
2023-04-20,SH-203762,FT-113,8
2023-04-20,SH-203763,FT-114,8
2023-04-20,SH-203764,FT-115,8
2023-04-20,SH-203765,FT-116,8
2023-04-20,SH-203766,FT-117,8
2023-04-20,SH-203767,FT-118,8
2023-04-20,SH-203768,FT-119,8
2023-04-20,SH-203769,FT-120,8
2023-04-20,SH-203770,FTS-11,8
2023-04-20,SH-203771,FTS-12,8
2023-04-20,SH-203772,FTS-13,8
2023-04-20,SH-203773,FTS-14,8
2023-04-20,SH-203774,FTS-15,8
2023-04-20,SH-203775,PT-201,6
2023-04-20,SH-203776,PT-202,6
2023-04-20,SH-203777,PT-203,6
2023-04-20,SH-203778,PT-204,6
2023-04-20,SH-203779,PT-205,6
2023-04-20,SH-203780,PT-206,6
2023-04-20,SH-203781,PT-207,6
2023-04-20,SH-203782,PT-208,6
2023-04-20,SH-203783,PT-209,6
2023-04-20,SH-203784,PT-210,6
2023-04-20,SH-203785,PT-211,6
2023-04-20,SH-203786,PT-212,6
2023-04-20,SH-203787,PT-213,6
2023-04-20,SH-203788,PT-214,6
2023-04-20,SH-203789,PT-215,6
2023-03-08,SH-202510,FT-101,8
2023-03-08,SH-202511,FT-102,8
2023-03-08,SH-202512,FT-103,8
2023-03-08,SH-202513,FT-104,8
2023-03-08,SH-202514,FT-105,8
2023-03-08,SH-202515,FT-106,8
2023-03-08,SH-202516,FT-107,8
2023-03-08,SH-202517,FT-108,8
2023-03-08,SH-202518,FT-109,8
2023-03-08,SH-202519,FT-110,8
2023-03-08,SH-202520,FT-111,8
2023-03-08,SH-202521,FT-112,8
2023-03-08,SH-202522,FT-113,8
2023-03-08,SH-202523,FT-114,8
2023-03-08,SH-202524,FT-115,8
2023-03-08,SH-202525,FT-116,8
2023-03-08,SH-202526,FT-117,8
2023-03-08,SH-202527,FT-118,8
2023-03-08,SH-202528,FT-119,8
2023-03-08,SH-202529,FT-120,8
2023-03-08,SH-202530,FTS-11,8
2023-03-08,SH-202531,FTS-12,8
2023-03-08,SH-202532,FTS-13,8
2023-03-08,SH-202533,FTS-14,8
2023-03-08,SH-202534,FTS-15,8
2023-03-08,SH-202535,PT-201,6
2023-03-08,SH-202536,PT-202,6
2023-03-08,SH-202537,PT-203,6
2023-03-08,SH-202538,PT-204,6
2023-03-08,SH-202539,PT-205,6
2023-03-08,SH-202540,PT-206,6
2023-03-08,SH-202541,PT-207,6
2023-03-08,SH-202542,PT-208,6
2023-03-08,SH-202543,PT-209,6
2023-03-08,SH-202544,PT-210,6
2023-03-08,SH-202545,PT-211,6
2023-03-08,SH-202546,PT-212,6
2023-03-08,SH-202547,PT-213,6
2023-03-08,SH-202548,PT-214,6
2023-03-08,SH-202549,PT-215,6
2023-07-31,SH-206210,FT-101,8
2023-07-31,SH-206211,FT-102,8
2023-07-31,SH-206212,FT-103,8
2023-07-31,SH-206213,FT-104,8
2023-07-31,SH-206214,FT-105,8
2023-07-31,SH-206215,FT-106,8
2023-07-31,SH-206216,FT-107,8
2023-07-31,SH-206217,FT-108,8
2023-07-31,SH-206218,FT-109,8
2023-07-31,SH-206219,FT-110,8
2023-07-31,SH-206220,FT-111,8
2023-07-31,SH-206221,FT-112,8
2023-07-31,SH-206222,FT-113,8
2023-07-31,SH-206223,FT-114,8
2023-07-31,SH-206224,FT-115,8
2023-07-31,SH-206225,FT-116,8
2023-07-31,SH-206226,FT-117,8
2023-07-31,SH-206227,FT-118,8
2023-07-31,SH-206228,FT-119,8
2023-07-31,SH-206229,FT-120,8
2023-07-31,SH-206230,FTS-11,8
2023-07-31,SH-206231,FTS-12,8
2023-07-31,SH-206232,FTS-13,8
2023-07-31,SH-206233,FTS-14,8
2023-07-31,SH-206234,FTS-15,8
2023-07-31,SH-206235,PT-201,4
2023-07-31,SH-206236,PT-202,4
2023-07-31,SH-206237,PT-203,4
2023-07-31,SH-206238,PT-204,4
2023-07-31,SH-206239,PT-205,4
2023-03-01,SH-202310,FT-101,8
2023-03-01,SH-202311,FT-102,8
2023-03-01,SH-202312,FT-103,8
2023-03-01,SH-202313,FT-104,8
2023-03-01,SH-202314,FT-105,8
2023-03-01,SH-202315,FT-106,8
2023-03-01,SH-202316,FT-107,8
2023-03-01,SH-202317,FT-108,8
2023-03-01,SH-202318,FT-109,8
2023-03-01,SH-202319,FT-110,8
2023-03-01,SH-202320,FT-111,8
2023-03-01,SH-202321,FT-112,8
2023-03-01,SH-202322,FT-113,8
2023-03-01,SH-202323,FT-114,8
2023-03-01,SH-202324,FT-115,8
2023-03-01,SH-202325,FT-116,8
2023-03-01,SH-202326,FT-117,8
2023-03-01,SH-202327,FT-118,8
2023-03-01,SH-202328,FT-119,8
2023-03-01,SH-202329,FT-120,8
2023-03-01,SH-202330,FTS-11,8
2023-03-01,SH-202331,FTS-12,8
2023-03-01,SH-202332,FTS-13,8
2023-03-01,SH-202333,FTS-14,8
2023-03-01,SH-202334,FTS-15,8
2023-03-01,SH-202335,PT-201,6
2023-03-01,SH-202336,PT-202,6
2023-03-01,SH-202337,PT-203,6
2023-03-01,SH-202338,PT-204,6
2023-03-01,SH-202339,PT-205,6
2023-03-01,SH-202340,PT-206,6
2023-03-01,SH-202341,PT-207,6
2023-03-01,SH-202342,PT-208,6
2023-03-01,SH-202343,PT-209,6
2023-03-01,SH-202344,PT-210,6
2023-03-01,SH-202345,PT-211,6
2023-03-01,SH-202346,PT-212,6
2023-03-01,SH-202347,PT-213,6
2023-03-01,SH-202348,PT-214,6
2023-03-01,SH-202349,PT-215,6
2023-03-06,SH-202430,FT-101,8
2023-03-06,SH-202431,FT-102,8
2023-03-06,SH-202432,FT-103,8
2023-03-06,SH-202433,FT-104,8
2023-03-06,SH-202434,FT-105,8
2023-03-06,SH-202435,FT-106,8
2023-03-06,SH-202436,FT-107,8
2023-03-06,SH-202437,FT-108,8
2023-03-06,SH-202438,FT-109,8
2023-03-06,SH-202439,FT-110,8
2023-03-06,SH-202440,FT-111,8
2023-03-06,SH-202441,FT-112,8
2023-03-06,SH-202442,FT-113,8
2023-03-06,SH-202443,FT-114,8
2023-03-06,SH-202444,FT-115,8
2023-03-06,SH-202445,FT-116,8
2023-03-06,SH-202446,FT-117,8
2023-03-06,SH-202447,FT-118,8
2023-03-06,SH-202448,FT-119,8
2023-03-06,SH-202449,FT-120,8
2023-03-06,SH-202450,FTS-11,8
2023-03-06,SH-202451,FTS-12,8
2023-03-06,SH-202452,FTS-13,8
2023-03-06,SH-202453,FTS-14,8
2023-03-06,SH-202454,FTS-15,8
2023-03-06,SH-202455,PT-201,6
2023-03-06,SH-202456,PT-202,6
2023-03-06,SH-202457,PT-203,6
2023-03-06,SH-202458,PT-204,6
2023-03-06,SH-202459,PT-205,6
2023-03-06,SH-202460,PT-206,6
2023-03-06,SH-202461,PT-207,6
2023-03-06,SH-202462,PT-208,6
2023-03-06,SH-202463,PT-209,6
2023-03-06,SH-202464,PT-210,6
2023-03-06,SH-202465,PT-211,6
2023-03-06,SH-202466,PT-212,6
2023-03-06,SH-202467,PT-213,6
2023-03-06,SH-202468,PT-214,6
2023-03-06,SH-202469,PT-215,6
2023-04-11,SH-203470,FT-101,8
2023-04-11,SH-203471,FT-102,8
2023-04-11,SH-203472,FT-103,8
2023-04-11,SH-203473,FT-104,8
2023-04-11,SH-203474,FT-105,8
2023-04-11,SH-203475,FT-106,8
2023-04-11,SH-203476,FT-107,8
2023-04-11,SH-203477,FT-108,8
2023-04-11,SH-203478,FT-109,8
2023-04-11,SH-203479,FT-110,8
2023-04-11,SH-203480,FT-111,8
2023-04-11,SH-203481,FT-112,8
2023-04-11,SH-203482,FT-113,8
2023-04-11,SH-203483,FT-114,8
2023-04-11,SH-203484,FT-115,8
2023-04-11,SH-203485,FT-116,8
2023-04-11,SH-203486,FT-117,8
2023-04-11,SH-203487,FT-118,8
2023-04-11,SH-203488,FT-119,8
2023-04-11,SH-203489,FT-120,8
2023-04-11,SH-203490,FTS-11,8
2023-04-11,SH-203491,FTS-12,8
2023-04-11,SH-203492,FTS-13,8
2023-04-11,SH-203493,FTS-14,8
2023-04-11,SH-203494,FTS-15,8
2023-04-11,SH-203495,PT-201,6
2023-04-11,SH-203496,PT-202,6
2023-04-11,SH-203497,PT-203,6
2023-04-11,SH-203498,PT-204,6
2023-04-11,SH-203499,PT-205,6
2023-04-11,SH-203500,PT-206,6
2023-04-11,SH-203501,PT-207,6
2023-04-11,SH-203502,PT-208,6
2023-04-11,SH-203503,PT-209,6
2023-04-11,SH-203504,PT-210,6
2023-04-11,SH-203505,PT-211,6
2023-04-11,SH-203506,PT-212,6
2023-04-11,SH-203507,PT-213,6
2023-04-11,SH-203508,PT-214,6
2023-04-11,SH-203509,PT-215,6
2023-09-15,SH-207330,FT-101,8
2023-09-15,SH-207331,FT-102,8
2023-09-15,SH-207332,FT-103,8
2023-09-15,SH-207333,FT-104,8
2023-09-15,SH-207334,FT-105,8
2023-09-15,SH-207335,FT-106,8
2023-09-15,SH-207336,FT-107,8
2023-09-15,SH-207337,FT-108,8
2023-09-15,SH-207338,FT-109,8
2023-09-15,SH-207339,FT-110,8
2023-09-15,SH-207340,FT-111,8
